SID,Category,Product Name,Temp Stock,Stock,Size,Units,Price,8/2,8/2 $,8/3,8/3 $,8/4,8/4 $,8/5,8/5 $,8/6,8/6 $,Min Level,re-stock Quantity,re-stock Price,Supplier,Barcode/QR2-Data,Barcode/QR2-Type,Value,Tags,Notes,Stock July,Thu 7/24,Fri 7/25,Sat 7/26,Sun 7/27,Mon 7/28,Tue 7/29,Wed 7/30,Thu 7/31,Photo1
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
